,Year,Type,Area,Gender,Species
4707,1942,Sea Disaster,Non-Registered Area,Male,Unidentified Species
4708,1942,Provoked,Liguria,Male,Porbeagle shark
4709,1942,Sea Disaster,Non-Registered Area,Male,Unidentified Species
4710,1942,Arbitrary incident,Non-Registered Area,Male,Shark involvement prior to death unconfirmed
4711,1942,Unprovoked,Midway Atoll,Male,Unidentified Species
4712,1942,Unprovoked,300 miles east of St. Thomas (Virgin Islands),Male,Unidentified Species
4713,1942,Unprovoked,Queensland,Male,Unidentified Species
4715,1942,Sea Disaster,Guantanamo Province,Male,Unidentified Species
4717,1942,Boating,New South Wales,Unrecorded Gender,Unidentified Species
4718,1942,Unprovoked,New South Wales,Female,"Bull shark, 4 m [13'] "
4719,1942,Provoked,New South Wales,Male,3 m [10'] shark
4720,1942,Sea Disaster,East Java,Male,Unidentified Species
4721,1942,Boating,Tasmania,Male,Unidentified Species
4722,1942,Unprovoked,Camiguin Island,Male,Unidentified Species
4723,1942,Boating,Western Cape Province,Unrecorded Gender,Unidentified Species
4724,1942,Boating,Western Cape Province,Unrecorded Gender,Said to involve a 6.5 m [21.5'] shark
4725,1942,Unprovoked,Cay Sal Bank,Male,1.2 m to 1.5 m [4' to 5'] shark
4726,1942,Sea Disaster,Non-Registered Area,Male,Unidentified Species
4727,1942,Sea Disaster,(Southwestern Pacific),Male,Unidentified Species
4728,1942,Sea Disaster,Non-Registered Area,Male,"Said to be �leopard sharks�, more probably tiger sharks"
4729,1942,Boating,Non-Registered Area,Male,Unidentified Species
4730,1942,Unprovoked,Panama City,Male,Unidentified Species
4731,1941,Sea Disaster,Non-Registered Area,Unrecorded Gender,"Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks"
4732,1941,Unprovoked,Western Australia,Male,Unidentified Species
4733,1941,Sea Disaster,Off Libya,Male,Tiger shark
4734,1941,Sea Disaster,Off Libya,Male,Tiger shark
4735,1941,Sea Disaster,"North of Pernambuco, Brazil",Unrecorded Gender,Unidentified Species
4736,1941,Sea Disaster,Western Australia,Male,Unidentified Species
4737,1941,Unprovoked,Non-Registered Area,Male,Unidentified Species
4738,1941,Provoked,New York,Unrecorded Gender,Unidentified Species
4739,1941,Arbitrary incident,New South Wales,Male,Shark involvement prior to death unconfirmed
4740,1941,Unprovoked,South Carolina,Male,Unidentified Species
4741,1941,Boating,New Jersey,Unrecorded Gender,Mako shark
4742,1941,Provoked,Hawaii,Male,100-lb shark
4743,1941,Provoked,New York,Male,2.1 m [7'] shark
4744,1941,Sea Disaster,Off coast of Ecuador,Male,Unidentified Species
4745,1941,Sea Disaster,Non-Registered Area,Male,Unidentified Species
4746,1941,Provoked,California,Male,Mako shark (aka bonito shark) 1.2 m [4'] 
4747,1941,Provoked,New South Wales,Male,Unidentified Species
4748,1941,Provoked,Trelawney Province,Male,Unidentified Species
4749,1941,Unprovoked,In Convoy OB 274,Male,Unidentified Species
4750,1941,Sea Disaster,Non-Registered Area,Male,Unidentified Species
4751,1941,Unprovoked,New Georgia,Male,Unidentified Species
4752,1941,Unprovoked,Khuzestan Province,Male,Unidentified Species
4753,1941,Unprovoked,Khuzestan Province,Male,Unidentified Species
4754,1941,Unprovoked,Khuzestan Province,Male,Unidentified Species
4755,1941,Unprovoked,Khuzestan Province,Male,Unidentified Species
4756,1941,Unprovoked,Khuzestan Province,Male,Unidentified Species
4757,1941,Unprovoked,Non-Registered Area,Male,Unidentified Species
4758,1940,Unprovoked,New South Wales,Male,Unidentified Species
4759,1940,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
4760,1940,Unprovoked,Queensland,Male,Unidentified Species
4761,1940,Provoked,Northern Territory,Male,Unidentified Species
4762,1940,Unprovoked,Panama Bay (Pacific Ocean),Male,5.5 m [18'] shark
4763,1940,Unprovoked,South Carolina,Male,Unidentified Species
4764,1940,Unprovoked,South Carolina,Male,Unidentified Species
4765,1940,Unprovoked,North Carolina,Male,3 m [10'] shark
4766,1940,Unprovoked,KwaZulu-Natal,Male,"White shark, species identity confirmed by tooth pattern"
4767,1940,Unprovoked,New South Wales,Male,Wobbegong shark
4768,1940,Unprovoked,KwaZulu-Natal,Male,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern"
4769,1940,Boating,New South Wales,Unrecorded Gender,Unidentified Species
4770,1940,Unprovoked,New South Wales,Male,Unidentified Species
4771,1940,Unprovoked,Queensland,Male,"""a small shark"""
4772,1940,Unprovoked,New South Wales,Male,3 m [10'] shark
4773,1940,Unprovoked,Queensland,Male,Unidentified Species
4774,1940,Unprovoked,KwaZulu-Natal,Male,2.4 m [8'] shark
4775,1940,Unprovoked,Queensland,Male,Unidentified Species
4776,1940,Boating,Adriatic Sea,Unrecorded Gender, White shark
4777,1940,Unprovoked,Bwagaoia,Female,Unidentified Species
4778,1940,Unprovoked,Western Papuan Gulf,Unrecorded Gender,Unidentified Species
4779,1940,Arbitrary incident,Eastern Cape Province,Unrecorded Gender,Questionable incident
4780,1940,Arbitrary incident,KwaZulu-Natal,Female,Questionable incident
4781,1940,Arbitrary incident,Eastern Cape Province,Female,Questionable incident
4782,1939,Arbitrary incident,New South Wales,Male,"Questionable incident, said to involve a 6' shark"
4783,1939,Unprovoked,Queensland,Male,2.6 m [8.5'] shark landed 2 hours later
4784,1939,Boating,New South Wales,Unrecorded Gender,"Blue pointer, 16'"
4785,1939,Provoked,New South Wales,Unrecorded Gender,whaler shark
4786,1939,Boating,New South Wales,Unrecorded Gender,Unidentified Species
4787,1939,Boating,New South Wales,Unrecorded Gender,Unidentified Species
4788,1939,Unprovoked,Non-Registered Area,Male,Unidentified Species
4789,1939,Unprovoked,Queensland,Male,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds"
4790,1939,Unprovoked,Hawaii,Male,1.5 m [5'] shark
4791,1939,Unprovoked,Torres Strait ,Male,Tiger shark
4792,1939,Provoked,California,Male,Unidentified Species
4793,1939,Sea Disaster,Non-Registered Area,Unrecorded Gender,Unidentified Species
4794,1939,Provoked,Andros Islands,Male,"Nurse shark, 2.1 m [7']"
4795,1939,Provoked,Texas,Male,18' shark
4796,1939,Unprovoked,Virginia,Male,Unidentified Species
4797,1939,Unprovoked,Morobe Province,Male,Unidentified Species
4798,1939,Unprovoked,Central Province,Male,"""a large shark"""
4799,1939,Unprovoked,Tamil Nadu,Male,Unidentified Species
4800,1939,Provoked,North Island,Male,7' shark
4801,1939,Unprovoked,New South Wales,Male,7' shark
4802,1939,Sea Disaster,Non-Registered Area,Female,Unidentified Species
4803,1939,Boating,Andros Islands,Unrecorded Gender,Tiger shark
4804,1939,Unprovoked,Carabobo,Male,Unidentified Species
4805,1939,Unprovoked,Ascension Bay,Male,Tiger shark
4806,1939,Unprovoked,"Abau Sub District, Central Province",Male,Unidentified Species
4807,1938,Unprovoked,New South Wales,Male,Unidentified Species
4808,1938,Provoked,Queensland,Male,"Tiger shark, 6'"
4809,1938,Unprovoked,North China,Male,Unidentified Species
4810,1938,Provoked,California,Male,Unidentified Species
4811,1938,Unprovoked,South Carolina,Male,Unidentified Species
4812,1938,Provoked,Non-Registered Area,Male,Unidentified Species
4813,1938,Provoked,California,Male,Unidentified Species
4814,1938,Unprovoked,Torres Strait,Male,Unidentified Species
4815,1938,Unprovoked,Lower San Juan River,Unrecorded Gender,Thought to involve bull sharks
4816,1938,Unprovoked,New South Wales,Male,6' shark
4817,1938,Unprovoked,Nicoya Peninsula,Male,Unidentified Species
4818,1938,Unprovoked,Basrah City,Male,Bull shark
4819,1938,Unprovoked,West Bengal,Unrecorded Gender,Unidentified Species
4820,1938,Unprovoked,Viti Levu,Male,Unidentified Species
4821,1938,Unprovoked,Northern Territory,Male,Unidentified Species
4822,1938,Provoked,New South Wales,Male," Tiger shark, 3'"
4823,1938,Provoked,KwaZulu-Natal,Male,Unidentified Species
4824,1938,Arbitrary incident,New South Wales,Male,Questionable incident
4825,1938,Unprovoked,New South Wales,Male,Unidentified Species
4826,1938,Unprovoked,Non-Registered Area,Male,Unidentified Species
4827,1938,Unprovoked,Trinidad,Male,"""grey-colored shark"""
4828,1938,Provoked,North Carolina,Male,Unidentified Species
4829,1938,Unprovoked,Torres Strait,Male,Unidentified Species
4830,1938,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
4831,1937,Sea Disaster,North Carolina,Male,Unidentified Species
4832,1937,Unprovoked,Torres Strait ,Male,12' shark
4833,1937,Sea Disaster,Non-Registered Area,Male,Unidentified Species
4834,1937,Unprovoked,Queensland ,Male,Tiger shark
4835,1937,Unprovoked,Queensland,Male,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains "
4836,1937,Unprovoked,New South Wales,Male,2.4 m [8'] shark
4837,1937,Unprovoked,New South Wales,Male,2.6 m [8.5'] shark
4838,1937,Provoked, Split-Dalmatia County,Male,Unidentified Species
4839,1937,Boating,Argyllshire,Unrecorded Gender,Basking shark
4840,1937,Boating,Arran,Unrecorded Gender,Basking shark
4841,1937,Unprovoked,Argyll,Male,Basking shark
4842,1937,Unprovoked,Torres Strait,Male,"Tiger shark, 9' to 10' "
4844,1937,Unprovoked,Colon Province,Male,Unidentified Species
4845,1937,Unprovoked,Northern Territory,Male,Unidentified Species
4847,1937,Unprovoked,Non-Registered Area,Unrecorded Gender,Unidentified Species
4848,1937,Provoked,New South Wales,Male,"Whaler shark, 4 m [13'] "
4849,1937,Unprovoked,Texas,Male,Unidentified Species
4850,1937,Provoked,Texas,Male,4' shark
4851,1937,Unprovoked,Queensland,Male,2 days later a 600-lb shark was caught 100 yards from the site
4852,1937,Arbitrary incident,New South Wales,Male,Shark involvement prior to death was not confirmed
4853,1937,Arbitrary incident,Victoria,Male,Shark involvement prior to death was not confirmed
4854,1937,Unprovoked,New South Wales,Male,White shark
4855,1937,Unprovoked,New South Wales,Male,Unidentified Species
4856,1937,Boating,New South Wales,Unrecorded Gender,Unidentified Species
4857,1937,Provoked,Queensland,Male,"3' ""blue nosed"" shark"
4858,1937,Arbitrary incident,South Australia,Male,Shark involvement prior to death was not confirmed
4859,1937,Provoked,New South Wales,Male,"Grey nurse shark, 8'"
4860,1937,Unprovoked,Torres Strait,Male,Unidentified Species
4861,1936,Unprovoked,Hawaii,Male,6 m [20']  shark
4862,1936,Boating,Queensland,Unrecorded Gender,3 m [10'] shark
4863,1936,Provoked,New South Wales,Unrecorded Gender,Unidentified Species
4864,1936,Unprovoked,New South Wales,Male,Unidentified Species
4865,1936,Boating,Victoria,Male,Thought to involve a 12' white shark
4866,1936,Provoked,Torres Strait,Male,0.9 m [3']  shark
4867,1936,Arbitrary incident,Non-Registered Area,Male,Unidentified Species
4868,1936,Unprovoked,Hawaii,Male,Unidentified Species
4869,1936,Unprovoked,Torres Strait,Male,Large tiger shark seen in the vicinity the following morning
4870,1936,Unprovoked,Fishing Grounds,Male,Unidentified Species
4871,1936,Provoked,Newfoundland,Unrecorded Gender,"Shovelnose shark, 6 m [20'] "
4872,1936,Unprovoked,Torres Strait,Male,Unidentified Species
4873,1936,Boating,North Carolina,Male,Unidentified Species
4874,1936,Unprovoked,Massachusetts,Male,White shark (identified by Dr. Hugh Smith) 
4875,1936,Boating,New Jersey,Unrecorded Gender,"Blue shark, 8' [2.4 m], 500-lb "
4876,1936,Unprovoked,Torres Strait,Male,Unidentified Species
4877,1936,Boating,Western Cape Province,Unrecorded Gender,Unidentified Species
4878,1936,Unprovoked,Torres Strait,Male,"Tiger shark, 2.4 m [8']"
4879,1936,Unprovoked,Florida,Male,Unidentified Species
4880,1936,Unprovoked,Queensland,Male,"Tiger shark, 4.6 m [15'] "
4881,1936,Unprovoked,Queensland,Male,Unidentified Species
4882,1936,Provoked,Florida,Male,650-lb shark
4883,1936,Unprovoked,Torres Strait,Male,Unidentified Species
4884,1936,Unprovoked,Queensland,Male,Unidentified Species
4885,1936,Boating,Northern Territory,Unrecorded Gender,Unidentified Species
4886,1936,Provoked,New South Wales,Female,Unidentified Species
4887,1936,Unprovoked,Queensland,Male,10' shark
4888,1936,Unprovoked,New South Wales,Male,White shark
4889,1936,Unprovoked,South Australia,Male,White shark
4890,1936,Arbitrary incident,Queensland,Male,Shark involvement prior to death was not confirmed
4891,1936,Provoked,New South Wales,Male,2.3 m [7'] shark
4892,1936,Unprovoked,Victoria ,Male,Unidentified Species
4893,1935,Provoked,Victoria,Unrecorded Gender,4.3 m [14'] shark
4894,1935,Unprovoked,Torres Strait,Male,Unidentified Species
4895,1935,Unprovoked,North Carolina,Male,Unidentified Species
4896,1935,Unprovoked,Central Province,Male,Unidentified Species
4897,1935,Unprovoked,Queensland,Male,3.7 m [12'] shark
4899,1935,Unprovoked,Torres Strait,Male,Unidentified Species
4902,1935,Unprovoked,Non-Registered Area,Male,Unidentified Species
4903,1935,Unprovoked,Adriatic Sea,Female,Unidentified Species
4904,1935,Unprovoked,New Jersey,Male,4.6 m [15'] shark
4905,1935,Unprovoked,Makira-Uluwa Province,Male,Unidentified Species
4906,1935,Boating,South Australia,Unrecorded Gender,Unidentified Species
4907,1935,Unprovoked,Northern (Oro) Province,Unrecorded Gender,Unidentified Species
4908,1935,Provoked,KwaZulu-Natal,Male,"White shark, 246-kg "
4909,1935,Unprovoked,Torres Strait,Male,1.8 m [6'] shark
4911,1935,Unprovoked,Non-Registered Area,Female,Unidentified Species
4912,1935,Unprovoked,California,Male,Unidentified Species
4913,1935,Unprovoked,Queensland,Male,Unidentified Species
4914,1935,Provoked,KwaZulu-Natal,Male,Unidentified Species
4915,1935,Unprovoked,Torres Strait,Male,Tiger shark 3 m  [10'] 
4916,1935,Provoked,Queensland,Male,"""Blue nose shark"""
4917,1935,Unprovoked,New South Wales,Male,Unidentified Species
4918,1935,Unprovoked,New South Wales,Male,"White shark, 4 m [13'] "
4919,1935,Unprovoked,New South Wales,Male,"White shark, 3.5 m to 4 m [11.5' to 13'] "
4920,1935,Unprovoked,New South Wales,Male,Unidentified Species
4921,1935,Unprovoked,New South Wales,Male,"Tiger shark, 12' "
4922,1935,Boating,Queensland,Unrecorded Gender,2 sharks
4923,1935,Arbitrary incident,Herzliyah,Unrecorded Gender,Shark involvement prior to death unconfirmed
4925,1934,Unprovoked,New South Wales,Female,"Tiger shark, 1.5 m [5'] "
4926,1934,Unprovoked,New South Wales,Male,Unidentified Species
4927,1934,Unprovoked,New South Wales,Male,Unidentified Species
4928,1934,Unprovoked,New South Wales,Male,Unidentified Species
4929,1934,Unprovoked,Northern Territory,Female,Unidentified Species
4930,1934,Provoked,Hamilton,Male,Unidentified Species
4931,1934,Unprovoked,Torres Strait,Male,Unidentified Species
4932,1934,Provoked,Hamilton,Male,1.5 m [5'] shark
4933,1934,Boating,Sicily,Male,"White shark, 4 m [13'] "
4935,1934,Unprovoked,Queensland,Male,Unidentified Species
4936,1934,Unprovoked,Adriatic Sea,Female,White shark
4937,1934,Unprovoked,Georgia,Male,Unidentified Species
4938,1934,Boating,New South Wales,N,"Blue pointer, 11' "
4939,1934,Provoked,New South Wales,Male,"A 6.5' ""blue-nosed shark"""
4940,1934,Unprovoked,Florida,Male,Unidentified Species
4941,1934,Unprovoked,Queensland,Male,Unidentified Species
4942,1934,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
4943,1934,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
4944,1934,Unprovoked,New South Wales,Male,4.3 m [14'] shark seen in vicinity
4945,1934,Unprovoked,New South Wales,Male,4 m [13'] shark seen in vicinity
4946,1934,Provoked,New South Wales,Unrecorded Gender,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley"
4947,1934,Unprovoked,Torres Strait,Male,3.4 m [11']  tiger shark & a 5' shark
4948,1934,Unprovoked,Elqui Province,Male,Unidentified Species
4949,1934,Boating,Istanbul,Male,Unidentified Species
4950,1934,Unprovoked,New South Wales,Male,Unidentified Species
4951,1934,Unprovoked,New South Wales,Male,4.3 m [14'] shark seen in area previous week
4952,1933,Unprovoked,Torres Strait,Male,"Tiger shark, 3.4 m [11'] "
4953,1933,Unprovoked,Queensland,Male,Tiger shark
4954,1933,Unprovoked,Queensland,Male,Unidentified Species
4955,1933,Boating,Non-Registered Area,Male,3 sharks
4956,1933,Provoked,California,Male,"Blue shark, 4.5 m [14'9""]"
4957,1933,Unprovoked,South Carolina,Male,Unidentified Species
4958,1933,Unprovoked,Connecticut,Female,Unidentified Species
4959,1933,Unprovoked,California,Male,Tiger shark
4960,1933,Unprovoked,Western Australia,Male,Unidentified Species
4961,1933,Unprovoked,South Carolina,Male,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident
4962,1933,Unprovoked,South Carolina,Female,Unidentified Species
4964,1933,Sea Disaster,St Michael Parish,Unrecorded Gender,Unidentified Species
4965,1933,Provoked,Queensland,Male,7' to 8' shark
4966,1933,Unprovoked,Queensland,Male,Unidentified Species
4967,1933,Sea Disaster,Havana Province,Male,Unidentified Species
4968,1933,Unprovoked,Florida,Male,Possibly a bull shark or tiger shark
4969,1933,Unprovoked,New South Wales,Male,10' shark
4970,1933,Unprovoked,Torres Strait,Male,4.4 m [14'] shark
4971,1933,Boating,South Australia,Unrecorded Gender,Unidentified Species
4972,1933,Provoked,South Australia,Male,Blue shark
4973,1933,Unprovoked,Queensland,Male,Unidentified Species
4974,1932,Unprovoked,Northern Territory,Male,Unidentified Species
4975,1932,Provoked,North Island,Male,Unidentified Species
4976,1932,Sea Disaster,Non-Registered Area,Unrecorded Gender,Unidentified Species
4977,1932,Unprovoked,New South Wales,Male,Thought to involve a mako or grey nurse shark
4978,1932,Unprovoked,Barlavento Islands,Male,Unidentified Species
4979,1932,Unprovoked,Viti Levu Island,Male,Unidentified Species
4980,1932,Provoked,New South Wales,Male,Unidentified Species
4981,1932,Provoked,New South Wales,Male,Unidentified Species
4982,1932,Provoked,New Jersey,Male,16' 800-lb shark
4983,1932,Unprovoked,Torres Strait,Male,Unidentified Species
4984,1932,Provoked,New Providence District,Male,Unidentified Species
4985,1932,Arbitrary incident,Texas,Male,Shark involvement prior to death unconfirmed
4986,1932,Boating,Bay of Fundy,Male,Teeth in hull identified as those from a white shark 4.6 m [15'] in length
4987,1932,Provoked,New Jersey,Male,"250-lb ""dog shark"""
4988,1932,Provoked,New Jersey,Male,Unidentified Species
4989,1932,Unprovoked,Yasawa Islands,Female,Unidentified Species
4990,1932,Unprovoked,Torres Strait,Male,Unidentified Species
4991,1932,Unprovoked,Torres Strait,Male,Unidentified Species
4992,1932,Unprovoked,Manila,Male,Unidentified Species
4993,1932,Unprovoked,Manila,Female,Unidentified Species
4994,1932,Unprovoked,Hawaii,Male,Unidentified Species
4995,1932,Unprovoked,Queensland,Male,Unidentified Species
4996,1932,Unprovoked,Manila,Male,Unidentified Species
4997,1932,Unprovoked,Queensland,Male,A small shark
4998,1932,Boating,Victoria,Unrecorded Gender,Grey nurse shark
4999,1932,Provoked,Baja California,Male,Unidentified Species
5000,1932,Unprovoked,Eastern Cape Province,Male,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] "
5001,1931,Unprovoked,Torres Strait,Male,4 m [13'] shark
5002,1931,Unprovoked,Non-Registered Area,Male,Unidentified Species
5003,1931,Unprovoked,Florida,Male,Unidentified Species
5004,1931,Unprovoked,Florida,Female,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows"
5005,1931,Arbitrary incident,Hawaii,Male,Shark involvement prior to death unconfirmed
5006,1931,Unprovoked,Havana Province,Male,Unidentified Species
5007,1931,Arbitrary incident,Hawaii,Male,Shark involvement prior to death unconfirmed
5008,1931,Boating,New Jersey,Unrecorded Gender,Unidentified Species
5009,1931,Unprovoked,Havana Province,Male,Unidentified Species
5010,1931,Unprovoked,Havana Province,Male,Unidentified Species
5011,1931,Unprovoked,Texas,Male,Unidentified Species
5012,1931,Unprovoked,New Jersey,Male,Unidentified Species
5013,1931,Unprovoked,Queensland,Male,Unidentified Species
5014,1931,Unprovoked,Viti Levu Island,Male,small sharks
5015,1931,Unprovoked,New Jersey,Male,Unidentified Species
5016,1931,Unprovoked,Hawaii,Male,Unidentified Species
5017,1931,Provoked,Hawaii,Male,"Tiger shark, 3 m [10']"
5018,1931,Unprovoked,Florida,Male,6' shark
5019,1931,Boating,New South Wales,Unrecorded Gender,"""a school of sharks"""
5020,1931,Unprovoked,French Southern Territories,Male,Unidentified Species
5021,1931,Unprovoked,Queensland,Male,Unidentified Species
5022,1931,Boating,Non-Registered Area,Unrecorded Gender,Unidentified Species
5023,1931,Provoked,South Australia,Male,"1.8 m [6'] ""cocktail shark"
5024,1931,Arbitrary incident,New South Wales,Male,Shark involvement prior to death unconfirmed
5025,1931,Unprovoked,Torres Strait,Male,Unidentified Species
5026,1931,Unprovoked,Torres Strait,Male,Unidentified Species
5027,1931,Unprovoked,Queensland,Male,1.5 m [5'] shark
5028,1931,Unprovoked,Niua ,Male,Unidentified Species
5029,1931,Unprovoked,Non-Registered Area,Unrecorded Gender,Unidentified Species
5030,1930,Unprovoked,New South Wales,Male,Unidentified Species
5031,1930,Unprovoked,New South Wales,Male,Unidentified Species
5032,1930,Boating,Victoria,Unrecorded Gender,7 shark's teeth found embedded in the woodwork of the boat
5033,1930,Unprovoked,New South Wales,Male,Unidentified Species
5034,1930,Unprovoked,Queensland,Male,Unidentified Species
5035,1930,Unprovoked,Black River,Male,Unidentified Species
5036,1930,Boating,Non-Registered Area,Unrecorded Gender,Unidentified Species
5037,1930,Unprovoked,Western Australia,Male,Unidentified Species
5038,1930,Unprovoked,Canary Islands,Male,Unidentified Species
5039,1930,Unprovoked,Florida,Male,Unidentified Species
5040,1930,Unprovoked,Havana Province,Male,Unidentified Species
5041,1930,Unprovoked,Florida,Male,Tiger shark
5042,1930,Unprovoked,Torres Strait,Male,Unidentified Species
5043,1930,Unprovoked,Texas,Male,Unidentified Species
5044,1930,Boating,Non-Registered Area,Male,Unidentified Species
5045,1930,Arbitrary incident,Lim�n Province,Unrecorded Gender,Shark involvement prior to death unconfirmed
5046,1930,Arbitrary incident,Eastern Cape Province,Male,Shark involvement prior to death unconfirmed
5047,1930,Unprovoked,Florida,Male,Unidentified Species
5048,1930,Unprovoked,Torres Strait,Male,Unidentified Species
5049,1930,Unprovoked,Victoria,Male,White shark 4.9 m [16'] 
5050,1930,Provoked,Western Australia,Male,Unidentified Species
5051,1930,Boating,Veracruz,Unrecorded Gender,Unidentified Species
5052,1930,Unprovoked,Western Cape Province,Male,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern"
5053,1930,Sea Disaster,Non-Registered Area,Male,Unidentified Species
5054,1930,Unprovoked,Non-Registered Area,Male,Unidentified Species
5055,1930,Unprovoked,Eastern Cape Province,Male,Unidentified Species
5056,1929,Unprovoked,New South Wales,Male,Tiger shark
5057,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5058,1929,Unprovoked,New South Wales,Female,"""a small shark"""
5059,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5060,1929,Unprovoked,Non-Registered Area,Male,Unidentified Species
5061,1929,Unprovoked,Queensland,Male,Unidentified Species
5062,1929,Sea Disaster,Phoenix Islands,Male,Unidentified Species
5063,1929,Unprovoked,Cienfuegos Province,Male,Unidentified Species
5064,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5065,1929,Unprovoked,Valencia,Male,Unidentified Species
5066,1929,Unprovoked,Queensland,Male,Unidentified Species
5067,1929,Unprovoked,South Carolina,Male,Unidentified Species
5068,1929,Unprovoked,Tamaulipas,Male,Unidentified Species
5069,1929,Arbitrary incident,Santiago Island,Female,Shark involvement prior to death unconfirmed
5070,1929,Provoked,Florida,Male,9-foot shark
5071,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5072,1929,Unprovoked,Queensland,Male,Unidentified Species
5073,1929,Unprovoked,Queensland,Male,Unidentified Species
5074,1929,Provoked,Queensland,Male,"Grey nurse shark, 4' "
5075,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5076,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5077,1929,Unprovoked,Florida,Male,Unidentified Species
5078,1929,Unprovoked,Torres Strait,Male,Unidentified Species
5079,1929,Unprovoked,South Australia,Male,"""a dog shark"""
5080,1929,Unprovoked,South Australia,Male,"""a dog shark"""
5081,1929,Unprovoked,New South Wales,Male,Unidentified Species
5082,1929,Boating,Western Australia,Unrecorded Gender,"Blue pointer, 12'"
5083,1929,Unprovoked,New South Wales,Male,Galapagos shark
5084,1929,Unprovoked,Queensland,Male,Unidentified Species
5085,1929,Unprovoked,North Island,Female,Unidentified Species
5086,1929,Unprovoked,New South Wales,Male,12' shark
5087,1929,Boating,Non-Registered Area,Male,Unidentified Species
5088,1929,Unprovoked,Viti Levu Island,Male,Unidentified Species
5090,1929,Provoked,South Australia,Male,"""a dog shark"""
5091,1929,Provoked,Florida,Male,9' shark
5092,1929,Unprovoked,New South Wales,Male,Unidentified Species
5093,1929,Unprovoked,Florida,Male,Unidentified Species
5094,1928,Unprovoked,Non-Registered Area,Male,Unidentified Species
5095,1928,Provoked,New Jersey,Male,"""Blue nose sharks"""
5096,1928,Boating,Non-Registered Area,Male,Unidentified Species
5097,1928,Sea Disaster,Virginia,Male,Unidentified Species
5098,1928,Unprovoked,Gulf of Panama,Male,Moreno�s leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
5099,1928,Unprovoked,Texas,Male,Unidentified Species
5100,1928,Arbitrary incident,New Jersey,Male,7' shark
5101,1928,Unprovoked,Non-Registered Area,Male,Unidentified Species
5102,1928,Provoked,Tuscany,Male,"Species unknown, possibly a white shark"
5103,1928,Unprovoked,Florida,Male,Unidentified Species
5104,1928,Arbitrary incident,Non-Registered Area,Male,Shark involvement not confirmed
5105,1928,Unprovoked,Queensland,Male,Tiger shark
5106,1928,Unprovoked,New South Wales,Male,Unidentified Species
5107,1928,Unprovoked,Non-Registered Area,Male,Unidentified Species
5108,1928,Unprovoked,Queensland,Male,4' shark
5109,1928,Unprovoked,New South Wales,Male,Unidentified Species
5110,1928,Unprovoked,Queensland,Male,Unidentified Species
5111,1928,Unprovoked,Torres Strait,Male,Unidentified Species
5112,1928,Unprovoked,Near Puntarenas,Female,Unidentified Species
5113,1928,Unprovoked,Near Puntarenas,Male,Unidentified Species
5114,1928,Unprovoked,Torres Strait,Male,Unidentified Species
5115,1928,Arbitrary incident,Florida,Unrecorded Gender,Shark involvement not confirmed
5116,1928,Arbitrary incident,Florida,Male,Shark involvement not confirmed
5117,1928,Unprovoked,Eastern Cape Province,Female,Unidentified Species
5118,1928,Unprovoked,Eastern Cape Province,Male,1.2 m [4'] shark
5119,1928,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
5120,1927,Unprovoked,Western Cape Province,Male,"White shark, 4.4 m [14.5'] . "
5121,1927,Sea Disaster,New South Wales,Unrecorded Gender,Unidentified Species
5122,1927,Sea Disaster,Porto Seguro,Unrecorded Gender,Unidentified Species
5123,1927,Unprovoked,New South Wales,Male,Unidentified Species
5124,1927,Unprovoked,Non-Registered Area,Male,Unidentified Species
5125,1927,Boating,New South Wales,Unrecorded Gender,Unidentified Species
5126,1927,Sea Disaster,Luzon Island,Unrecorded Gender,Unidentified Species
5127,1927,Unprovoked,Queensland,Male,Unidentified Species
5128,1927,Unprovoked,Torres Strait,Male,Unidentified Species
5129,1927,Unprovoked,Queensland,Male,Unidentified Species
5130,1927,Unprovoked,New South Wales,Male,Grey nurse shark?
5131,1927,Provoked,Salinas Bay,Male,Unidentified Species
5132,1927,Unprovoked,Queensland,Male,Unidentified Species
5133,1927,Provoked,South Island,Male,Mako shark
