,Year,Type,Area,Gender,Species
2209,1998,Unprovoked,Virginia,Male,sandtiger shark
2210,1997,Unprovoked,Western Cape Province,Male,White shark
2211,1997,Unprovoked,Eastern Cape Province,Male,Unidentified Species
2212,1997,Arbitrary incident,Florida,Female,Shark involvement not confirmed
2213,1997,Unprovoked,Florida,Male,Unidentified Species
2214,1997,Unprovoked,Western Australia,Male,White shark
2215,1997,Unprovoked,Florida,Male,Unidentified Species
2216,1997,Arbitrary incident,New South Wales,Male,Shark involvement prior to death suspected but not confirmed
2217,1997,Unprovoked,Western Australia,Male,5.5 m [18'] white shark
2218,1997,Unprovoked,Hawaii,Male,"Tiger shark, 4 m to 4.3 m [13' to 14'] "
2219,1997,Unprovoked,Florida,Male,Possibly a blacktip shark
2220,1997,Unprovoked,Florida,Male,1.2 m to 1.5 m [4' to 5'] shark
2221,1997,Boat,Eastern Cape Province,Unrecorded Gender,Soupfin shark
2222,1997,Unprovoked,Florida,Female,Unidentified Species
2223,1997,Unprovoked,Pernambuco,Male,Unidentified Species
2224,1997,Unprovoked,Florida,Male,Unidentified Species
2225,1997,Unprovoked,Florida,Unrecorded Gender,small blacktip shark
2226,1997,Unprovoked,Florida,Male,Unidentified Species
2227,1997,Unprovoked,Florida,Male,Unidentified Species
2228,1997,Unprovoked,Florida,Male,Unidentified Species
2229,1997,Unprovoked,California,Male,5 m [16.5'] white shark
2230,1997,Arbitrary incident,Quintana Roo,Male,Shark involvement prior to death was not confirmed
2231,1997,Unprovoked,Quintana Roo,Male,"Tiger shark, 5.2 m [17']"
2232,1997,Unprovoked,Florida,Female,Unidentified Species
2233,1997,Unprovoked,Red Sea,Male,Unidentified Species
2234,1997,Unprovoked,Red Sea,Male,Thought to involve an oceanic whitetip shark or a white shark
2235,1997,Unprovoked,Florida,Male,Unidentified Species
2236,1997,Unprovoked,Florida,Male,Unidentified Species
2237,1997,Unprovoked,Texas,Female,1 m shark
2238,1997,Unprovoked,Florida,Male,1.5 m [5'] shark
2239,1997,Unprovoked,Florida,Male,juvenile shark
2240,1997,Unprovoked,Florida,Male,"""juvenile shark"""
2241,1997,Unprovoked,Queensland,Male,Unidentified Species
2242,1997,Unprovoked,Eastern Cape Province,Male,4.5 m white shark
2243,1997,Unprovoked,Pernambuco,Male,Unidentified Species
2244,1997,Unprovoked,South Carolina,Male,Blacktip shark
2245,1997,Unprovoked,Miyako,Male,White shark
2246,1997,Unprovoked,Pernambuco,Unrecorded Gender,Unidentified Species
2247,1997,Unprovoked,Hawaii,Male,2.4 m [8'] shark
2248,1997,Unprovoked,Taveuni,Female,"Tiger shark, 2.7m  [9']"
2249,1997,Unprovoked,Florida,Male,Possibly a spinner shark
2250,1997,Unprovoked,Rio de Janeiro,Male,Unidentified Species
2251,1997,Unprovoked,Florida,Male,1.2 m [4'] shark (spinner shark?)
2252,1997,Unprovoked,Florida,Male,4' shark
2253,1997,Unprovoked,Florida,Male,Possibly a sand shark
2254,1997,Unprovoked,Florida,Male,Possibly a sand shark
2255,1997,Unprovoked,Abaco Islands,Male,Possibly a Caribbean reef shark
2256,1997,Unprovoked,Abaco Islands,Male,Unidentified Species
2257,1997,Unprovoked,Rio de Janeiro,Male,3.7m  to 4.2 m white shark
2258,1997,Unprovoked,Queensland,Female,a small shark
2259,1997,Unprovoked,Queensland,Male,"Tiger shark, 2m to 3m "
2260,1997,Unprovoked,Hawaii,Male,Unidentified Species
2261,1997,Unprovoked,L'Etang-Sale,Male,Unidentified Species
2262,1997,Boat,New South Wales,Female,Unidentified Species
2263,1997,Unprovoked,Queensland,Male,1.8 m to 2.1 m [6' to 7'] shark
2264,1997,Unprovoked,Western Australia,Male,"Tiger shark, 4.5 m [14'9""]"
2265,1997,Unprovoked,Non-Registered Area,Male,Bull shark
2266,1997,Boat,Victoria,Unrecorded Gender,White shark
2267,1996,Unprovoked,Queensland,Male,Unidentified Species
2268,1996,Unprovoked,Eastern Cape Province,Male,White shark
2269,1996,Unprovoked,Non-Registered Area,Male,Unidentified Species
2270,1996,Unprovoked,South Province,Female,Unidentified Species
2271,1996,Unprovoked,California,Male,3 m to 5 m [10' to 16.5'] white shark
2272,1996,Unprovoked,Florida,Male,Unidentified Species
2273,1996,Unprovoked,Pernambuco,Unrecorded Gender,Unidentified Species
2274,1996,Unprovoked,Pernambuco,Male,Unidentified Species
2275,1996,Unprovoked,Miyako Island,Male,Unidentified Species
2276,1996,Unprovoked,California,Male,5.5 m to 6 m [18' to 20'] white shark
2277,1996,Unprovoked,Florida,Male,1.2 m [4'] shark
2278,1996,Unprovoked,California,Male,5 m [16.5'] white shark
2279,1996,Unprovoked,Pernambuco,Unrecorded Gender,Unidentified Species
2280,1996,Unprovoked,Florida,Male,Unidentified Species
2281,1996,Unprovoked,Chatham Islands ,Male,White shark
2282,1996,Unprovoked,Florida,Male,"""a young shark"""
2283,1996,Unprovoked,Florida,Male,Unidentified Species
2284,1996,Unprovoked,Florida,Male,Unidentified Species
2285,1996,Arbitrary incident,South Carolina,Female,Shark involvement not confirmed
2286,1996,Provoked,KwaZulu-Natal,Male,White shark
2287,1996,Unprovoked,Hawaii,Male,"Tiger shark, 2.4 m [8'] "
2288,1996,Unprovoked,California,Male,6 m [20'] white shark
2289,1996,Unprovoked,Florida,Male,1.8 m to 2.1 m [6' to 7'] hammerhead shark
2290,1996,Unprovoked,Florida,Female,Unidentified Species
2291,1996,Unprovoked,Miyako,Male,5 m [16.5'] white shark
2292,1996,Unprovoked,"South Sinai, Gulf of Aqaba",Male,said to involve an oceanic whitetip shark
2293,1996,Unprovoked,Massachusetts,Male,6' shark
2294,1996,Unprovoked,Florida,Male,Unidentified Species
2295,1996,Unprovoked,Hawaii,Unrecorded Gender,Unidentified Species
2296,1996,Unprovoked,Florida,Male,Unidentified Species
2297,1996,Unprovoked,Florida,Female,5' to 6' shark
2298,1996,Unprovoked,Cat Cay,Male,Unidentified Species
2299,1996,Unprovoked,South Carolina,Female,Unidentified Species
2300,1996,Unprovoked,Victoria,Male,4 m white shark
2301,1996,Unprovoked,KwaZulu-Natal,Male,Unidentified Species
2302,1996,Unprovoked,Western Cape Province,Male,2.5 m [8.25'] white shark 
2303,1996,Arbitrary incident,New South Wales,Male,Shark involvement prior to death suspected but not confirmed
2304,1996,Unprovoked,Florida,Male,1.2 m [4'] shark
2305,1996,Unprovoked,Non-Registered Area,Male,Unidentified Species
2306,1996,Unprovoked,Florida,Male,60 cm to 90 cm [2' to 3'] blacktip or spinner shark
2307,1996,Unprovoked,Hawaii,Male,Unidentified Species
2308,1996,Unprovoked,New South Wales,Male,Wobbegong shark
2309,1996,Unprovoked,New South Wales,Female,Wobbegong shark
2310,1996,Unprovoked,Pernambuco,Male,Unidentified Species
2311,1996,Unprovoked,Queensland,Female,Tiger shark
2312,1996,Unprovoked,New South Wales,Male,1.5 m [5'] shark
2313,1996,Unprovoked,New South Wales,Male,Bronze whaler shark
2314,1996,Provoked,Missouri,Female,nurse shark
2315,1996,Unprovoked,Madang Province,Male,Unidentified Species
2316,1996,Unprovoked,Madang Province,Unrecorded Gender,Unidentified Species
2317,1996,Unprovoked,Madang Province,Unrecorded Gender,Unidentified Species
2318,1996,Sea Disaster,12 miles off the north coast,Unrecorded Gender,Unidentified Species
2319,1996,Unprovoked,New South Wales,Male,"""reef shark"""
2320,1996,Provoked,Florida,Male,"Nurse shark, 0.9 m  [3'] "
2321,1996,Unprovoked,Queensland,Female,Bronze whaler shark
2322,1996,Unprovoked,Hawaii,Male,Possibly a tiger shark
2323,1996,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
2324,1996,Boating,New South Wales,Unrecorded Gender,"Mako shark, 4.3 m [14']"
2325,1996,Unprovoked,Saint-Paul ,Male,"Tiger shark, 300-kg [662-lb] "
2326,1996,Unprovoked,Taveuni,Male,"Tiger shark, 2.5 m [8.25'] "
2327,1996,Unprovoked,North Carolina,Male,Tiger shark
2328,1995,Unprovoked,Hawaii,Male,Unidentified Species
2329,1995,Unprovoked,"Chatham Islands, east of New  Zealand",Male,5 m [16.5'] white shark
2330,1995,Arbitrary incident,Hawaii,Male,Shark involvement not confirmed
2331,1995,Unprovoked,Non-Registered Area,Male,Unidentified Species
2332,1995,Unprovoked,Queensland,Male,Unidentified Species
2333,1995,Unprovoked,Florida,Male,Unidentified Species
2334,1995,Unprovoked,Florida,Male,Unidentified Species
2335,1995,Unprovoked,Queensland,Female,4 m shark
2336,1995,Unprovoked,Florida,Male,1.2 m to 1.5 m [4' to 5']   shark
2337,1995,Unprovoked,Florida,Male,1.5 to 1.8 m [5' to 6'] shark
2338,1995,Unprovoked,Florida,Male,Unidentified Species
2339,1995,Unprovoked,California,Male,4 m [13'] white shark
2340,1995,Unprovoked,Florida,Male,1.8 m [6'] shark
2341,1995,Unprovoked,Florida,Female,Unidentified Species
2342,1995,Unprovoked,Saint-Denis,Male,Unidentified Species
2343,1995,Unprovoked,Florida,Male,3 m to 3.7 m [10' to 12'] bull shark
2344,1995,Unprovoked,Western Australia,Male,White shark
2345,1995,Unprovoked,California,Male,3 m to 4 m [10' to 13'] white shark
2346,1995,Arbitrary incident,North Carolina,Male,Shark involvement not confirmed
2347,1995,Unprovoked,Florida,Male,1.2 m to 1.5 m [4' to 5'] shark
2348,1995,Unprovoked,South Carolina,Male,Unidentified Species
2349,1995,Unprovoked,Pernambuco,Male,Unidentified Species
2350,1995,Unprovoked,Florida,Male,5' shark
2351,1995,Unprovoked,Florida,Male,"""a small shark"""
2352,1995,Unprovoked,North Carolina,Male,1.2 m to 1.5 m [4' to 5'] shark
2353,1995,Unprovoked,North Carolina,Male,"""sand"" shark"
2354,1995,Unprovoked,Florida,Male,"""small shark"""
2355,1995,Unprovoked,North Carolina,Unrecorded Gender,Two 1.2 m to 1.5 m [4' to 5'] sharks
2356,1995,Unprovoked,Vava�u,Male,"""small shark"""
2357,1995,Unprovoked,Florida,Male,1.8 m [6'] shark
2359,1995,Unprovoked,Florida,Male,Unidentified Species
2360,1995,Unprovoked,South Carolina,Female,Blacktip shark
2361,1995,Unprovoked,Florida,Male,1.2 m to 1.5 m [4' to 5'] shark
2364,1995,Unprovoked,Florida,Male,Unidentified Species
2365,1995,Unprovoked,Florida,Male,Unidentified Species
2366,1995,Unprovoked,Florida,Male,Unidentified Species
2367,1995,Unprovoked,Florida,Male,Unidentified Species
2368,1995,Unprovoked,South Carolina,Male,Unidentified Species
2369,1995,Unprovoked,South Carolina,Female,Unidentified Species
2370,1995,Unprovoked,Florida,Male,Unidentified Species
2371,1995,Unprovoked,Pernambuco,Male,Unidentified Species
2372,1984,Unprovoked,Eastern Cape Province,Male,Unidentified Species
2373,1995,Unprovoked,Texas,Male,Unidentified Species
2374,1995,Provoked,Mississippi,Female,Blacktip shark
2375,1995,Provoked,South Carolina,Male,Unidentified Species
2376,1995,Unprovoked,California,Male,6 m [20'] white shark
2377,1995,Unprovoked,California,Female,White shark (tooth fragment recovered)
2378,1995,Unprovoked,Georgia,Male,"""sand"" shark"
2379,1995,Unprovoked,South Carolina,Male,Unidentified Species
2380,1995,Unprovoked,Florida,Male,1.8 m [6'] shark
2381,1995,Unprovoked,Florida,Female,6' shark
2382,1995,Unprovoked,Hawaii,Male,"Tiger shark, 3.7 m [12'] "
2383,1995,Unprovoked,Clearwater Bay,Female,Though to involve a tiger shark
2384,1995,Unprovoked,New Territories,Male,1.8 m to 2.1 m [6' to 7'] shark
2385,1995,Unprovoked,New Territories,Unrecorded Gender,Unidentified Species
2386,1995,Unprovoked,Florida,Male,Possibly a bull shark
2387,1995,Unprovoked,Yasawa Islands,Male,3.7 m [12'] shark
2388,1995,Unprovoked,Western Australia,Unrecorded Gender,Unidentified Species
2389,1995,Unprovoked,Non-Registered Area,Female,4 m shark
2391,1995,Unprovoked,Florida,Male,Unidentified Species
2392,1995,Unprovoked,New South Wales,Male,Wobbegong shark
2393,1995,Unprovoked,Aichi Prefecture,Male,6 m [20'] white shark
2394,1995,Unprovoked,New South Wales,Female,Unidentified Species
2395,1995,Unprovoked,South Australia,Male,"Bronze whaler shark, 2 m "
2396,1995,Unprovoked,Maranh�o,Unrecorded Gender,Unidentified Species
2397,1995,Unprovoked,Eastern Cape Province,Male,Raggedtooth shark
2398,1995,Unprovoked,Non-Registered Area,Male,Unidentified Species
2399,1995,Unprovoked,KwaZulu-Natal,Male,"Tiger shark, 1.8 m [6'] "
2400,1995,Unprovoked,Pernambuco,Male, 
2401,1995,Arbitrary incident,Non-Registered Area,Male,Shark involvement not confirmed
2402,1995,Provoked,Queensland,Male,Leopard shark
2404,1995,Unprovoked,South Carolina,Male,Unidentified Species
2405,1994,Unprovoked,Western Cape Province,Male,5.5 m [18'] white shark
2406,1994,Unprovoked,Hawaii,Unrecorded Gender,Unidentified Species
2407,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2408,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2409,1994,Unprovoked,Tafea Province,Unrecorded Gender,Unidentified Species
2411,1994,Unprovoked,California,Male,5 m to 5.5 m [16.5' to 18'] white shark
2412,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2413,1994,Unprovoked,Western Cape Province,Male,"Raggedtooth shark, 2.7 m [9'] "
2414,1994,Unprovoked,Hawaii,Female,2.7 m [9'] shark
2415,1994,Unprovoked,Hawaii,Unrecorded Gender,Unidentified Species
2416,1994,Unprovoked,Pernambuco,Unrecorded Gender,Unidentified Species
2417,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2418,1994,Provoked,Florida,Female,Thought to involve a small sand shark
2419,1994,Unprovoked,Florida,Male,Unidentified Species
2420,1994,Unprovoked,South Carolina,Female,Unidentified Species
2421,1994,Unprovoked,Oregon,Male,5 m [16.5'] white shark
2422,1994,Sea Disaster,Florida,Male,Unidentified Species
2423,1994,Unprovoked,Hawaii,Female,Small shark
2424,1994,Unprovoked,Kagoshima Prefecture,Unrecorded Gender,Unidentified Species
2425,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2426,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2427,1994,Unprovoked,Saint-Denis,Male,3 to 3.5 m [10' to 11.5'] bull shark
2428,1994,Unprovoked,Eastern Cape Province,Male,4 m [13'] white shark
2429,1994,Unprovoked,Eastern Cape Province,Male,4 m [13'] white shark
2430,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2431,1994,Unprovoked,Florida,Male,"""small shark"""
2432,1994,Unprovoked,Grand Bahama Island,Male,1.8 m [6'] shark
2433,1994,Unprovoked,Florida,Male,Unidentified Species
2434,1994,Unprovoked,Florida,Male,1.2 m [4'] spinner shark
2435,1994,Unprovoked,Florida,Male,2.1 m [7'] shark
2436,1994,Unprovoked,Florida,Female,1.2 m [4'] shark
2437,1994,Unprovoked,Florida,Male,Unidentified Species
2438,1994,Unprovoked,Florida,Male,>1.8 m [6'] shark
2440,1994,Unprovoked,Saint-Joseph,Unrecorded Gender,"3 m [10'], 200-kg [441-lb] bull shark"
2441,1994,Unprovoked,Non-Registered Area,Male,2' to 3' shark
2442,1994,Unprovoked,Florida,Male,Unidentified Species
2443,1994,Unprovoked,Western Cape Province,Male,4.9 m white shark
2444,1994,Unprovoked,Non-Registered Area,Female,"3.6 m [11'9""] white shark"
2445,1994,Unprovoked,Non-Registered Area,Male,"3.6 m [11'9""] white shark"
2446,1994,Provoked,California,Male,"Lemon shark, 4' "
2447,1994,Unprovoked,Pernambuco,Male,2 m shark
2448,1994,Unprovoked,Western Cape Province,Male,3 m [10'] shark
2449,1994,Unprovoked,Florida,Male,1.2 m [4'] shark
2450,1994,Provoked,Hawaii,Male,Unidentified Species
2451,1994,Unprovoked,Eastern Cape Province,Male,3 m [10'] white shark
2452,1994,Unprovoked,South Province,Unrecorded Gender,Unidentified Species
2453,1994,Unprovoked,Pernambuco,Male,Unidentified Species
2454,1994,Unprovoked,Hawaii,Male,Tiger shark
2455,1994,Unprovoked,Eastern Cape Province,Male,Unidentified Species
2456,1994,Boat,Western Australia,Unrecorded Gender,White shark
2457,1994,Unprovoked,Queensland,Male,1.5 m shark
2458,1994,Unprovoked,KwaZulu-Natal,Male,"1.3 m [4'3""] shark"
2459,1994,Unprovoked,Non-Registered Area,Female,Tiger shark said to be 5 to 7 m [16.5' to 23'] 
2460,1994,Unprovoked,Florida,Male,Unidentified Species
2461,1993,Unprovoked,Hawaii,Male,"On 11-Jan-1994, his remains washed ashore. A 2.4 m [8'] tiger shark thought to be involved"
2462,1993,Unprovoked,Florida,Male,Unidentified Species
2463,1993,Unprovoked,Western Australia,Male,Tiger shark caught 6 days later with diver�s remains in its gut
2464,1993,Unprovoked,Hawaii,Male,Unidentified Species
2465,1993,Unprovoked,Banaadir Region,Male,Unidentified Species
2466,1993,Unprovoked,California,Male,4 m to 5 m [13' to 16.5'] white shark
2467,1993,Unprovoked,Florida,Female,3 m [10'] bull shark
2468,1993,Boating,California,Female,>6 m [20'] white shark
2469,1993,Unprovoked,Hawaii,Unrecorded Gender,Tiger shark
2470,1993,Unprovoked,Banaadir Region,Male,Unidentified Species
2471,1993,Unprovoked,Western Cape Province,Male,3 m [10'] white shark
2472,1993,Unprovoked,La Libertad,Unrecorded Gender,3.7 m [12'] white shark
2473,1993,Unprovoked,La Libertad,Male,Unidentified Species
2474,1993,Unprovoked,Florida,Male,3' shark
2475,1993,Unprovoked,Florida,Male,Unidentified Species
2476,1993,Unprovoked,Costa Blanca,Male,1.2 m [4'] shark
2477,1993,Unprovoked,Walkers Cay,Male,1.8 m [6'] blacktip shark or Caribbean reef shark
2478,1993,Unprovoked,Florida,Unrecorded Gender,Unidentified Species
2479,1993,Unprovoked,Hawaii,Male,Unidentified Species
2480,1993,Boat,California,Unrecorded Gender,">6 m white shark, according to witnesses"
2481,1993,Unprovoked,North Carolina,Female,Bull shark
2482,1993,Boat,Western Australia,Unrecorded Gender,6 m [20'] white shark
2483,1993,Unprovoked,California,Male,5.5 m to 6 m [18' to 20']  white shark
2484,1993,Unprovoked,South Province,Male,Unidentified Species
2485,1993,Boat,La Libertad,Unrecorded Gender,White shark?
2486,1993,Unprovoked,Eastern Cape Province,Male,4 m [13'] white shark
2487,1993,Unprovoked,Florida,Female,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered "
2488,1993,Unprovoked,Pernambuco,Male,Unidentified Species
2489,1993,Unprovoked,Saint-Paul,Male,Unidentified Species
2490,1993,Unprovoked,New Territories,Male,Unidentified Species
2491,1993,Unprovoked,Quintana Roo,Female,Unidentified Species
2492,1993,Unprovoked,Hawaii,Male,Thought to involve a tiger shark
2493,1993,Unprovoked,New South Wales,Male,Remains recovered from 5.5 m [18'] white shark
2494,1993,Unprovoked,Tasmania,Female,5 m [16.5'] white shark
2495,1993,Unprovoked,New Territories,Male,Unidentified Species
2496,1993,Unprovoked,North Carolina,Female,6' shark
2497,1993,Unprovoked,"On the Kowloon penisula, south of Sai Kung",Female,Unidentified Species
2498,1993,Unprovoked,Banaadir Region,Female,Unidentified Species
2500,1993,Unprovoked,Pernambuco,Male,Unidentified Species
2501,1993,Unprovoked,Florida,Male,Unidentified Species
2502,1993,Unprovoked,Ehime Prefecture,Unrecorded Gender,Possiby white shark
2503,1993,Unprovoked,Hawaii,Male,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)"
2504,1993,Unprovoked,California,Male,White shark
2505,1993,Unprovoked,South Province,Unrecorded Gender,Unidentified Species
2506,1993,Sea Disaster,Tongapatu Group,Male,Unidentified Species
2507,1993,Sea Disaster,Tongapatu Group,Male,1.5 m [5'] shark
2508,1993,Provoked,Queensland,Male,"Bronze whaler shark, 1.5 m "
2509,1993,Unprovoked,Pernambuco,Male,Unidentified Species
2510,1993,Unprovoked,Queensland,Male,1.5 m shark
2511,1993,Boating,Non-Registered Area,Male,Two 3 m [10'] oceanic whitetip sharks
2512,1993,Unprovoked,Oregon,Male,6 m [20'] white shark
2513,1993,Unprovoked,West Africa,Male,3 m [10'] white shark
2514,1993,Unprovoked,Banaadir Region,Unrecorded Gender,Unidentified Species
2515,1993,Unprovoked,Vava�u,Unrecorded Gender,Unidentified Species
2516,1993,Unprovoked,Florida,Unrecorded Gender,Lemon shark
2517,1992,Unprovoked,Hawaii,Male,"Tiger shark, 2.4 m [8']"
2518,1992,Unprovoked,Hawaii,Male,"Tiger shark, 3 m to 4.9 m [10' to 16'] "
2519,1992,Unprovoked,California,Male,"Mako shark, 1.8 m [6']  "
2520,1992,Unprovoked,Florida,Male,6' to 7' blacktip shark
