,Employed foreigners,Employed nationals,Unemployed foreigners,Unemployed nationals,Year,Country,Active nationals,Active foreigners,Active population,Unemployed population,Employed population,Unemployment rate total,Unemployment rate nationals,Unemployment rate foreigners,Change Active population,Change Active nationals,Change Active foreigners,Change Unemployed population,Change Unemployed nationals,Change Unemployed foreigners,Change Employed population,Change Employed nationals,Change Employed foreigners,Net increase active foreigners as % of last year active population
2016Finland,149.8,4607.2,32.0,437.79999999999995,2016,Finland,5045.0,181.8,5226.8,469.79999999999995,4757.0,0.08988291115022574,0.08677898909811693,0.176017601760176,-8.599999999999454,-10.0,1.4000000000000057,-32.60000000000002,-32.80000000000001,0.1999999999999993,24.0,22.800000000000182,1.200000000000017,0.00026741032203843177
2016France,2911.5,49574.200000000004,715.2,5187.0,2016,France,54761.200000000004,3626.7,58387.9,5902.2,52485.700000000004,0.10108601268413489,0.09472034944449718,0.19720406981553482,69.90000000000873,-12.799999999988358,82.69999999999936,-173.20000000000073,-153.60000000000036,-19.600000000000023,243.1000000000131,140.8000000000102,102.29999999999973,0.001418087040021938
2016Germany (until 1990 former territory of the FRG),8706.2,71623.9,823.2,2709.8,2016,Germany (until 1990 former territory of the FRG),74333.7,9529.400000000001,83863.1,3533.0,80330.09999999999,0.04212818271683255,0.03645452869963422,0.08638529183369362,1629.0000000000146,707.3000000000029,921.7000000000007,-349.1999999999998,-378.59999999999945,29.40000000000009,1978.199999999997,1085.8999999999942,892.3000000000002,0.011208245727745555
2016Greece,451.4,6768.6,189.6,2053.6,2016,Greece,8822.2,641.0,9463.2,2243.2,7220.0,0.23704455152591086,0.23277640497835003,0.29578783151326055,-9.999999999998181,45.900000000001455,-55.90000000000009,-135.19999999999982,-109.59999999999991,-25.599999999999994,125.19999999999982,155.5,-30.300000000000068,-0.005900857154921261
2016Hungary,55.8,8562.8,0.0,465.20000000000005,2016,Hungary,9028.0,55.8,9083.8,465.20000000000005,8618.599999999999,0.05121204782139634,0.05152857775808596,0.0,120.39999999999964,112.80000000000109,7.600000000000001,-146.5999999999999,-146.5999999999999,0.0,266.9999999999982,259.39999999999964,7.600000000000001,0.0008478925407769375
2016Iceland,19.0,340.4,0.5,10.5,2016,Iceland,350.9,19.5,370.4,11.0,359.4,0.029697624190064796,0.02992305500142491,0.02564102564102564,8.399999999999977,6.899999999999977,1.5,-3.3000000000000007,-3.0,-0.30000000000000004,11.699999999999989,9.899999999999977,1.8000000000000007,0.004143646408839779
2016Ireland,629.2,3503.6000000000004,63.1,324.2,2016,Ireland,3827.8,692.3000000000001,4520.1,387.3,4132.8,0.08568394504546359,0.08469617012383092,0.09114545717174635,80.70000000000073,41.600000000000364,39.100000000000136,-62.69999999999999,-51.0,-11.699999999999996,143.4000000000001,92.60000000000036,50.80000000000007,0.00880749650853722
2016Italy,4756.299999999999,39725.9,869.1,5135.0,2016,Italy,44860.9,5625.4,50486.3,6004.1,44482.2,0.11892533221883957,0.1144649349433471,0.15449568030717817,492.5,449.5,43.0,-44.49999999999909,-4.399999999999636,-40.10000000000002,537.0,453.90000000000146,83.09999999999945,0.0008601066532249998
2016Latvia,209.6,1514.9,30.5,158.9,2016,Latvia,1673.8000000000002,240.1,1913.9,189.4,1724.5,0.09896023825696222,0.09493368383319392,0.12703040399833404,-15.699999999999818,-8.799999999999727,-6.900000000000006,-5.0,-2.9000000000000057,-2.1000000000000014,-10.700000000000045,-5.899999999999864,-4.800000000000011,-0.0035758706467661724
2016Lithuania,13.599999999999998,2621.6000000000004,0.0,229.8,2016,Lithuania,2851.4000000000005,13.599999999999998,2865.0000000000005,229.8,2635.2000000000003,0.08020942408376963,0.08059198989969839,0.0,-1.8999999999996362,0.7000000000002728,-2.6000000000000014,-36.0,-36.0,0.0,34.100000000000364,36.70000000000027,-2.6000000000000014,-0.0009069029265059825
2016Luxembourg,269.90000000000003,249.0,24.2,10.8,2016,Luxembourg,259.8,294.1,553.9000000000001,35.0,518.9000000000001,0.06318830113738941,0.041570438799076216,0.08228493709622577,6.900000000000091,0.0,6.899999999999977,-1.7999999999999972,-0.3999999999999986,-1.4000000000000021,8.700000000000045,0.4000000000000057,8.300000000000011,0.012614259597806174
2016Malta,59.8,349.40000000000003,2.2,18.0,2016,Malta,367.40000000000003,62.0,429.40000000000003,20.2,409.20000000000005,0.04704238472286911,0.04899292324442025,0.035483870967741936,18.500000000000057,6.400000000000034,12.100000000000001,-2.1000000000000014,-2.0,-0.09999999999999964,20.600000000000023,8.400000000000034,12.199999999999996,0.02944755414942809
2016Montenegro,14.700000000000001,424.0,1.4,93.4,2016,Montenegro,517.4,16.1,533.5,94.80000000000001,438.7,0.17769447047797565,0.18051797448782375,0.08695652173913042,6.899999999999977,7.7999999999999545,-0.899999999999995,2.200000000000003,2.200000000000003,0.0,4.699999999999932,5.599999999999966,-0.8999999999999968,-0.0017090770983668724
2016Netherlands,679.0,15593.9,80.6,962.1999999999999,2016,Netherlands,16556.1,759.6,17315.699999999997,1042.8,16272.9,0.06022280358287566,0.05811755183889926,0.10610847814639283,73.79999999999927,77.5,-3.7000000000000455,-143.39999999999986,-122.89999999999998,-20.5,217.1999999999989,200.39999999999964,16.799999999999955,-0.00021459351927572055
2016North Macedonia,0.0,1427.1,0.0,449.2,2016,North Macedonia,1876.3,0.0,1876.3,449.2,1427.1,0.239407344241326,0.239407344241326,,-14.899999999999864,-14.899999999999864,0.0,-48.39999999999998,-48.39999999999998,0.0,33.5,33.5,0.0,0.0
2016Norway,450.0,4636.299999999999,50.9,205.89999999999998,2016,Norway,4842.199999999999,500.9,5343.0999999999985,256.79999999999995,5086.299999999999,0.04806198648724524,0.042521994134897365,0.10161708923936914,22.299999999998363,39.99999999999909,-17.700000000000045,21.599999999999966,25.69999999999999,-4.100000000000001,0.6999999999989086,14.299999999999272,-13.600000000000023,-0.0033265674334686597
2016Poland,92.50000000000001,31711.2,5.7,2106.8,2016,Poland,33818.0,98.20000000000002,33916.2,2112.5,31803.7,0.062285869289602024,0.06229818439884086,0.0580448065173116,-299.8000000000029,-312.1999999999971,12.40000000000002,-480.5,-486.1999999999998,5.7,180.70000000000073,174.0,6.700000000000017,0.0003624035538929162
2016Portugal,209.7,8532.8,44.0,1092.6,2016,Portugal,9625.4,253.7,9879.1,1136.6,8742.5,0.11505096618112985,0.11351216572817753,0.17343318880567601,-19.5,-12.900000000001455,-6.600000000000023,-144.0,-136.0,-8.0,124.5,123.09999999999854,1.3999999999999773,-0.0006667609560948036
2016Romania,0.0,16321.7,0.0,1058.8,2016,Romania,17380.5,0.0,17380.5,1058.8,16321.7,0.06091884583297373,0.06091884583297373,,-324.2999999999993,-324.2999999999993,0.0,-187.20000000000005,-187.20000000000005,0.0,-137.09999999999854,-137.09999999999854,0.0,0.0
2016Serbia,9.8,5149.1,1.1,974.4,2016,Serbia,6123.5,10.9,6134.4,975.5,5158.900000000001,0.15902125717266563,0.1591246835959827,0.10091743119266056,96.0,97.5,-1.4999999999999982,-123.09999999999991,-124.19999999999993,1.1,219.10000000000127,221.70000000000073,-2.599999999999998,-0.0002484101748807628
2016Slovakia,13.8,4929.6,0.0,531.4,2016,Slovakia,5461.0,13.8,5474.8,531.4,4943.400000000001,0.09706290640753999,0.09730818531404505,0.0,37.80000000000018,37.600000000000364,0.20000000000000107,-95.60000000000002,-95.60000000000002,0.0,133.40000000000055,133.20000000000073,0.20000000000000107,3.678499172337706e-05
2016Slovenia,76.3,1728.6000000000001,11.8,147.3,2016,Slovenia,1875.9,88.1,1964.0,159.10000000000002,1804.9,0.08100814663951121,0.07852230929154007,0.13393870601589106,-19.799999999999955,-31.09999999999991,11.299999999999997,-21.499999999999943,-22.099999999999966,0.6000000000000014,1.7000000000002728,-8.999999999999773,10.700000000000003,0.005696138723661658
2016Spain,3937.4,32428.0,1433.6999999999998,7514.0,2016,Spain,39942.0,5371.1,45313.1,8947.7,36365.4,0.19746386806464358,0.1881227780281408,0.2669285621194913,-221.0,-134.1999999999971,-86.80000000000018,-1151.5,-918.1000000000004,-233.40000000000032,930.5,783.9000000000015,146.5999999999999,-0.0019062636573469155
2016Sweden,571.4,8889.2,159.1,558.2,2016,Sweden,9447.400000000001,730.5,10177.900000000001,717.3000000000001,9460.6,0.07047622790556009,0.05908503927006372,0.21779603011635865,106.60000000000218,42.20000000000255,64.39999999999998,-43.09999999999991,-61.59999999999991,18.5,149.70000000000073,103.80000000000109,45.89999999999998,0.00639440787187354
2016Switzerland,2294.2,6551.700000000001,222.6,251.5,2016,Switzerland,6803.200000000001,2516.7999999999997,9320.0,474.1,8845.900000000001,0.05086909871244635,0.03696789746001881,0.08844564526382709,128.89999999999964,59.69999999999982,69.19999999999982,21.700000000000045,11.200000000000017,10.499999999999972,107.20000000000073,48.5,58.69999999999982,0.0075290226414683565
2016Turkey,0.0,0.0,0.0,0.0,2016,Turkey,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016United Kingdom,6782.2,54104.8,415.2,2746.7000000000003,2016,United Kingdom,56851.5,7197.4,64048.9,3161.9,60887.0,0.049366968050973556,0.04831358891146232,0.057687498263261736,560.5999999999913,142.59999999999127,417.9999999999991,-289.5,-263.0999999999999,-26.400000000000034,850.0999999999913,405.6999999999971,444.39999999999964,0.006583890260095151
2017Austria,1294.5,7076.1,158.6,336.0,2017,Austria,7412.1,1453.1,8865.2,494.6,8370.6,0.05579118350403826,0.04533128263245234,0.10914596380152777,40.70000000000073,-34.29999999999927,74.99999999999977,-44.60000000000002,-36.0,-8.599999999999994,85.30000000000109,1.7000000000007276,83.59999999999991,0.008499065102838661
2017Belgium,988.6000000000001,8179.4,161.0,544.2,2017,Belgium,8723.6,1149.6000000000001,9873.2,705.2,9168.0,0.07142567759186484,0.062382502636526206,0.14004871259568544,16.00000000000182,-21.099999999998545,37.100000000000136,-72.29999999999995,-63.69999999999993,-8.599999999999994,88.30000000000109,42.600000000000364,45.70000000000016,0.0037637462971229297
2017Bulgaria,9.1,6135.2,0.0,407.2,2017,Bulgaria,6542.4,9.1,6551.5,407.2,6144.3,0.062153705258337785,0.06224015651748594,0.0,155.80000000000018,155.69999999999982,0.09999999999999964,-82.19999999999999,-82.19999999999999,0.0,238.0,237.89999999999964,0.09999999999999964,1.5635505104992363e-05
2017Croatia,7.3999999999999995,3198.6000000000004,0.0,407.7,2017,Croatia,3606.3,7.3999999999999995,3613.7000000000003,407.7,3206.0000000000005,0.11282065473060851,0.11305215872223608,0.0,1.7000000000002728,0.0,1.6999999999999993,-71.00000000000006,-71.00000000000006,0.0,72.70000000000073,71.00000000000045,1.6999999999999993,0.00047065337763012164
2017Cyprus,148.8,591.0,17.4,76.8,2017,Cyprus,667.8,166.20000000000002,834.0,94.19999999999999,739.8,0.11294964028776977,0.11500449236298294,0.1046931407942238,18.700000000000045,12.899999999999977,5.80000000000004,-13.40000000000002,-10.600000000000009,-2.8000000000000007,32.09999999999991,23.5,8.600000000000023,0.007113945786826984
2017Czechia,256.9,9931.0,6.9,301.8,2017,Czechia,10232.8,263.79999999999995,10496.599999999999,308.7,10187.9,0.02940952308366519,0.029493393792510363,0.026156178923426844,43.99999999999818,-3.000000000001819,46.99999999999994,-112.20000000000005,-110.30000000000001,-1.9000000000000004,156.1999999999989,107.29999999999927,48.89999999999998,0.004496488911849678
2017Denmark,349.8,5039.9,49.1,292.2,2017,Denmark,5332.099999999999,398.90000000000003,5730.999999999999,341.3,5389.7,0.05955330657825861,0.054800172539899855,0.123088493356731,51.99999999999909,23.399999999999636,28.60000000000008,-7.300000000000011,-5.0,-2.3000000000000043,59.30000000000018,28.399999999999636,30.900000000000034,0.005036097904560676
2017Estonia,175.7,1075.2,20.0,59.199999999999996,2017,Estonia,1134.4,195.7,1330.1000000000001,79.19999999999999,1250.9,0.05954439515825876,0.052186177715091674,0.1021972406745018,14.000000000000227,9.000000000000227,4.999999999999972,-12.400000000000006,-9.399999999999999,-3.0,26.40000000000009,18.40000000000009,7.999999999999972,0.0037991034115948423
2017Euro area - 19 countries  (from 2015),26761.699999999997,263035.9,4395.4,24919.2,2017,Euro area - 19 countries  (from 2015),287955.10000000003,31157.1,319112.2,29314.6,289797.60000000003,0.09186298737560017,0.08653849159122376,0.14107217937484554,639.8999999999651,-280.29999999998836,920.1999999999971,-3035.600000000006,-2729.600000000002,-306.0,3675.5,2449.2999999999884,1226.199999999997,0.002889419268174962
2017European Union - 15 countries (1995-2004),34012.8,318752.69999999995,4925.9,27140.199999999997,2017,European Union - 15 countries (1995-2004),345892.89999999997,38938.700000000004,384831.6,32066.1,352765.49999999994,0.0833250180078767,0.07846417200237414,0.12650396649092033,1235.0999999999767,60.199999999953434,1174.9000000000087,-3180.199999999997,-2869.0,-311.2000000000007,4415.29999999993,2929.1999999999534,1486.1000000000058,0.003062853806017544
2017European Union - 27 countries (from 2020),28216.300000000003,353797.80000000005,4637.200000000001,29803.2,2017,European Union - 27 countries (from 2020),383601.00000000006,32853.5,416454.50000000006,34440.4,382014.10000000003,0.08269907036663068,0.07769322811984326,0.141147822910801,1261.3000000000466,154.20000000006985,1107.0999999999985,-4011.699999999997,-3711.899999999998,-299.7999999999993,5273.0,3866.100000000035,1406.9000000000015,0.002666469489384697
2017European Union - 28 countries (2013-2020),35208.3,408376.6,5029.0,32270.2,2017,European Union - 28 countries (2013-2020),440646.8,40237.3,480884.1,37299.2,443584.89999999997,0.07756380383547719,0.0732337100825423,0.12498353517755913,1642.0,348.5,1293.5000000000073,-4314.800000000003,-3991.600000000002,-323.1999999999998,5956.799999999988,4340.099999999977,1616.7000000000044,0.0026990533594607137
2017Finland,156.1,4646.8,28.0,437.4,2017,Finland,5084.2,184.1,5268.3,465.4,4802.900000000001,0.08833969212079797,0.08603123401911805,0.1520912547528517,41.5,39.19999999999982,2.299999999999983,-4.399999999999977,-0.39999999999997726,-4.0,45.900000000000546,39.600000000000364,6.299999999999983,0.00044003979490318796
2017France,3101.4,49801.4,708.2,4822.8,2017,France,54624.200000000004,3809.6000000000004,58433.8,5531.0,52902.8,0.09465412141602976,0.08829053789346114,0.1858987820243595,45.900000000001455,-137.0,182.90000000000055,-371.1999999999998,-364.1999999999998,-7.0,417.09999999999854,227.1999999999971,189.9000000000001,0.003132498342978606
2017Germany (until 1990 former territory of the FRG),9256.0,71707.2,820.8,2403.2,2017,Germany (until 1990 former territory of the FRG),74110.4,10076.8,84187.2,3224.0,80963.2,0.0382956078833837,0.03242729765323086,0.08145442997777072,324.09999999999127,-223.3000000000029,547.3999999999978,-309.0,-306.60000000000036,-2.400000000000091,633.1000000000058,83.30000000000291,549.7999999999993,0.006527304619075586
2017Greece,417.8,6944.9,161.2,1873.3,2017,Greece,8818.199999999999,579.0,9397.199999999999,2034.5,7362.7,0.21650065977099564,0.21243564446258875,0.2784110535405872,-66.00000000000182,-4.000000000001819,-62.0,-208.69999999999982,-180.29999999999995,-28.400000000000006,142.69999999999982,176.29999999999927,-33.599999999999966,-0.00655169498689661
2017Hungary,43.599999999999994,8703.3,0.0,381.6,2017,Hungary,9084.9,43.599999999999994,9128.5,381.6,8746.9,0.041803143999561816,0.04200376448832679,0.0,44.70000000000073,56.899999999999636,-12.200000000000003,-83.60000000000002,-83.60000000000002,0.0,128.3000000000011,140.5,-12.200000000000003,-0.0013430502653074708
2017Iceland,19.5,347.0,0.0,10.2,2017,Iceland,357.2,19.5,376.7,10.2,366.5,0.027077249800902575,0.028555431131019035,0.0,6.300000000000011,6.300000000000011,0.0,-0.8000000000000007,-0.3000000000000007,-0.5,7.100000000000023,6.600000000000023,0.5,0.0
2017Ireland,669.2,3570.0,54.300000000000004,259.0,2017,Ireland,3829.0,723.5,4552.5,313.3,4239.2,0.06881933003844042,0.06764168190127971,0.07505183137525916,32.399999999999636,1.199999999999818,31.199999999999932,-74.0,-65.19999999999999,-8.799999999999997,106.39999999999964,66.39999999999964,40.0,0.006902502157031909
2017Italy,4774.8,40112.399999999994,805.2,4986.900000000001,2017,Italy,45099.299999999996,5580.0,50679.299999999996,5792.1,44887.2,0.11428926603169343,0.11057599563629593,0.14430107526881722,192.99999999999272,238.39999999999418,-45.399999999999636,-212.0,-148.09999999999945,-63.89999999999998,405.0,386.4999999999927,18.50000000000091,-0.0008992538569869377
2017Latvia,200.2,1521.3999999999999,27.4,141.2,2017,Latvia,1662.6,227.6,1890.1999999999998,168.6,1721.6,0.08919691037985399,0.08492722242271142,0.1203866432337434,-23.700000000000273,-11.200000000000273,-12.5,-20.80000000000001,-17.700000000000017,-3.1000000000000014,-2.900000000000091,6.499999999999773,-9.400000000000006,-0.006531166727624223
2017Lithuania,15.799999999999999,2595.4,0.0,204.9,2017,Lithuania,2800.3,15.799999999999999,2816.1000000000004,204.9,2611.2000000000003,0.0727602002769788,0.07317073170731707,0.0,-48.90000000000009,-51.100000000000364,2.200000000000001,-24.900000000000006,-24.900000000000006,0.0,-24.0,-26.200000000000273,2.200000000000001,0.0007678883071553231
2017Luxembourg,288.0,251.8,21.4,10.1,2017,Luxembourg,261.90000000000003,309.4,571.3,31.5,539.8,0.05513740591633118,0.03856433753340969,0.0691661279896574,17.399999999999864,2.1000000000000227,15.299999999999955,-3.5,-0.7000000000000011,-2.8000000000000007,20.899999999999864,2.8000000000000114,18.099999999999966,0.027622314497201574
2017Malta,74.6,358.8,4.2,14.2,2017,Malta,373.0,78.8,451.8,18.4,433.4,0.04072598494909251,0.038069705093833776,0.05329949238578681,22.399999999999977,5.599999999999966,16.799999999999997,-1.8000000000000007,-3.8000000000000007,2.0,24.199999999999932,9.399999999999977,14.799999999999997,0.0391243595714951
2017Montenegro,15.499999999999998,432.4,0.0,85.6,2017,Montenegro,518.0,15.499999999999998,533.5,85.6,447.9,0.16044985941893158,0.16525096525096525,0.0,0.0,0.6000000000000227,-0.6000000000000032,-9.200000000000017,-7.800000000000011,-1.4,9.199999999999989,8.399999999999977,0.7999999999999972,-0.0011246485473289658
2017Netherlands,751.8000000000001,15833.3,67.0,776.6,2017,Netherlands,16609.899999999998,818.8000000000001,17428.699999999997,843.6,16585.1,0.048402921617791354,0.046755248375968554,0.08182706399609184,113.0,53.79999999999927,59.200000000000045,-199.19999999999993,-185.5999999999999,-13.599999999999994,312.1999999999989,239.39999999999964,72.80000000000007,0.0034188626506580764
2017North Macedonia,0.8,1465.0,0.0,426.2,2017,North Macedonia,1891.2,0.8,1892.0,426.2,1465.8,0.2252642706131078,0.22535956006768187,0.0,15.700000000000045,14.900000000000091,0.8,-23.0,-23.0,0.0,38.700000000000045,37.90000000000009,0.8,0.0004263710494057454
2017Norway,449.50000000000006,4649.1,46.0,181.3,2017,Norway,4830.400000000001,495.50000000000006,5325.900000000001,227.3,5098.6,0.0426782327869468,0.03753312355084465,0.09283551967709383,-17.199999999998,-11.799999999998363,-5.39999999999992,-29.499999999999943,-24.599999999999966,-4.899999999999999,12.300000000001091,12.800000000001091,-0.49999999999994316,-0.0010106492485635534
2017Poland,145.9,32011.6,6.6,1667.1999999999998,2017,Poland,33678.799999999996,152.5,33831.299999999996,1673.7999999999997,32157.5,0.04947489455031288,0.04950295141157048,0.04327868852459016,-84.90000000000146,-139.20000000000437,54.29999999999998,-438.7000000000003,-439.60000000000036,0.8999999999999995,353.7999999999993,300.3999999999978,53.39999999999999,0.00160100482955048
2017Portugal,214.0,8816.8,34.2,879.0999999999999,2017,Portugal,9695.9,248.2,9944.1,913.3,9030.8,0.09184340463189226,0.0906671892243113,0.13779210314262694,65.0,70.5,-5.5,-223.29999999999995,-213.5,-9.799999999999997,288.2999999999993,284.0,4.300000000000011,-0.0005567308762943993
2017Romania,7.5,16711.5,0.0,896.0,2017,Romania,17607.5,7.5,17615.0,896.0,16719.0,0.050865739426625034,0.050887405934970896,0.0,234.5,227.0,7.5,-162.79999999999995,-162.79999999999995,0.0,397.2999999999993,389.7999999999993,7.5,0.00043151808060757745
2017Serbia,10.0,5285.8,1.7,862.4000000000001,2017,Serbia,6148.200000000001,11.7,6159.900000000001,864.1000000000001,5295.8,0.14027825127031285,0.14026869652906543,0.1452991452991453,25.50000000000091,24.700000000000728,0.7999999999999989,-111.39999999999986,-111.99999999999989,0.5999999999999999,136.89999999999964,136.69999999999982,0.1999999999999993,0.000130412102243088
2017Slovakia,16.2,4988.0,0.0,445.79999999999995,2017,Slovakia,5433.8,16.2,5450.0,445.79999999999995,5004.2,0.08179816513761468,0.08204203319960247,0.0,-24.800000000000182,-27.199999999999818,2.3999999999999986,-85.60000000000002,-85.60000000000002,0.0,60.79999999999927,58.399999999999636,2.3999999999999986,0.00043837217797910397
2017Slovenia,83.8,1803.1999999999998,8.399999999999999,126.4,2017,Slovenia,1929.6,92.19999999999999,2021.8,134.8,1886.9999999999998,0.06667326145019291,0.06550580431177447,0.09110629067245118,57.799999999999955,53.69999999999982,4.099999999999994,-24.30000000000001,-20.900000000000006,-3.400000000000002,82.09999999999968,74.59999999999968,7.5,0.0020875763747454147
2017Spain,4134.2,33162.9,1296.6999999999998,6522.3,2017,Spain,39685.200000000004,5430.9,45116.100000000006,7819.0,37297.1,0.17330841983238798,0.16435094191285415,0.2387633725533521,-196.99999999999272,-256.79999999999563,59.79999999999927,-1128.7000000000007,-991.6999999999998,-137.0,931.6999999999971,734.9000000000015,196.79999999999973,0.0013197066631945127
2017Sweden,624.5,9031.0,168.6,530.1,2017,Sweden,9561.1,793.1,10354.2,698.7,9655.5,0.06747986324390103,0.05544341132296493,0.21258353297188248,176.29999999999927,113.69999999999891,62.60000000000002,-18.600000000000023,-28.100000000000023,9.5,194.89999999999964,141.79999999999927,53.10000000000002,0.006150581161143262
2017Switzerland,2338.2,6570.6,213.9,251.4,2017,Switzerland,6822.0,2552.1,9374.1,465.3,8908.8,0.04963676512945243,0.03685136323658751,0.08381333019865993,54.100000000000364,18.799999999999272,35.30000000000018,-8.800000000000011,-0.09999999999999432,-8.699999999999989,62.89999999999782,18.899999999999636,44.0,0.003787553648068689
2017Turkey,0.0,0.0,0.0,0.0,2017,Turkey,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017United Kingdom,6992.0,54578.7,391.8,2467.2,2017,United Kingdom,57045.899999999994,7383.8,64429.7,2859.0,61570.7,0.04437394555616432,0.04324938339126914,0.05306210894119559,380.79999999999563,194.39999999999418,186.40000000000055,-302.9000000000001,-279.50000000000045,-23.399999999999977,683.6999999999971,473.8999999999942,209.80000000000018,0.0029102763669633753
2018Austria,1361.0,7121.099999999999,150.8,288.2,2018,Austria,7409.299999999999,1511.8,8921.099999999999,439.0,8482.099999999999,0.04920917824035154,0.03889706180070992,0.09974864400052919,55.89999999999782,-2.8000000000010914,58.700000000000045,-55.60000000000002,-47.80000000000001,-7.799999999999983,111.49999999999818,44.99999999999909,66.5,0.006621396020394355
2018Belgium,991.1999999999999,8405.6,138.8,461.0,2018,Belgium,8866.6,1130.0,9996.6,599.8,9396.800000000001,0.060000400136046246,0.051992872126858096,0.12283185840707965,123.39999999999964,143.0,-19.600000000000136,-105.40000000000009,-83.20000000000005,-22.19999999999999,228.8000000000011,226.20000000000073,2.5999999999997954,-0.001985171980715486
2018Bulgaria,9.2,6126.700000000001,0.0,341.20000000000005,2018,Bulgaria,6467.900000000001,9.2,6477.1,341.20000000000005,6135.900000000001,0.05267789597196276,0.05275282549204533,0.0,-74.39999999999964,-74.49999999999909,0.09999999999999964,-65.99999999999994,-65.99999999999994,0.0,-8.399999999999636,-8.49999999999909,0.09999999999999964,1.526368007326561e-05
2018Croatia,13.6,3246.3,1.1,302.0,2018,Croatia,3548.3,14.7,3563.0,303.1,3259.9,0.0850687622789784,0.08511118000169095,0.07482993197278913,-50.70000000000027,-58.0,7.3,-104.59999999999997,-105.69999999999999,1.1,53.899999999999636,47.69999999999982,6.2,0.0020200902122478343
2018Cyprus,149.0,630.3000000000001,13.600000000000001,59.5,2018,Cyprus,689.8000000000001,162.6,852.4000000000001,73.1,779.3000000000001,0.08575786015954949,0.08625688605392867,0.08364083640836409,18.40000000000009,22.000000000000114,-3.6000000000000227,-21.099999999999994,-17.299999999999997,-3.799999999999997,39.500000000000114,39.30000000000007,0.19999999999998863,-0.004316546762589956
2018Czechia,265.7,10028.0,5.6,235.0,2018,Czechia,10263.0,271.3,10534.3,240.6,10293.7,0.022839676105673848,0.022897788171100067,0.0206413564319941,37.70000000000073,30.200000000000728,7.500000000000057,-68.1,-66.80000000000001,-1.3000000000000007,105.80000000000109,97.0,8.800000000000011,0.0007145170817217059
2018Denmark,368.9,5103.1,49.2,252.8,2018,Denmark,5355.900000000001,418.09999999999997,5774.000000000001,302.0,5472.0,0.05230342916522341,0.047200283799174736,0.11767519732121504,43.00000000000182,23.80000000000109,19.199999999999932,-39.30000000000001,-39.39999999999998,0.10000000000000142,82.30000000000018,63.20000000000073,19.099999999999966,0.0033502006630605364
2018Estonia,176.6,1083.9,19.0,53.4,2018,Estonia,1137.3000000000002,195.6,1332.9,72.4,1260.5,0.05431765323730212,0.046953310472170925,0.09713701431492842,2.7999999999999545,2.900000000000091,-0.09999999999999432,-6.799999999999983,-5.799999999999997,-1.0,9.599999999999909,8.700000000000045,0.9000000000000057,-7.518231711900933e-05
2018Euro area - 19 countries  (from 2015),28292.0,265019.8,4208.2,22360.2,2018,Euro area - 19 countries  (from 2015),287380.0,32500.2,319880.2,26568.4,293311.8,0.08305734459338215,0.07780708469622104,0.12948228010904547,768.0,-575.1000000000349,1343.1000000000022,-2746.199999999997,-2559.0,-187.19999999999982,3514.1999999999534,1983.899999999965,1530.300000000003,0.004208864468359412
2018European Union - 15 countries (1995-2004),35570.299999999996,321348.8,4703.5,24546.4,2018,European Union - 15 countries (1995-2004),345895.2,40273.799999999996,386169.0,29249.9,356919.1,0.07574378057275442,0.0709648471560172,0.11678808555438028,1337.4000000000233,2.300000000046566,1335.0999999999913,-2816.199999999997,-2593.7999999999956,-222.39999999999964,4153.600000000035,2596.100000000035,1557.4999999999927,0.0034693096928630376
2018European Union - 27 countries (from 2020),29900.399999999998,356230.8,4463.6,26377.800000000003,2018,European Union - 27 countries (from 2020),382608.6,34364.0,416972.6,30841.4,386131.2,0.07396505190029273,0.06894199450822591,0.12989174717727855,518.0999999999185,-992.4000000000815,1510.5,-3599.0,-3425.399999999998,-173.60000000000036,4117.099999999977,2432.999999999942,1684.099999999995,0.003627046892277547
2018European Union - 28 countries (2013-2020),36876.6,411477.0,4801.2,28700.0,2018,European Union - 28 countries (2013-2020),440177.0,41677.799999999996,481854.8,33501.2,448353.6,0.06952550851418311,0.06520104412543136,0.11519801908929934,970.7000000000116,-469.79999999998836,1440.4999999999927,-3798.0,-3570.2000000000007,-227.80000000000018,4768.700000000012,3100.4000000000233,1668.2999999999956,0.0029955242853735293
2018Finland,159.4,4767.3,30.9,370.0,2018,Finland,5137.3,190.3,5327.6,400.9,4926.7,0.0752496433666191,0.07202226850680318,0.16237519705727796,59.30000000000018,53.100000000000364,6.200000000000017,-64.5,-67.39999999999998,2.8999999999999986,123.79999999999927,120.5,3.3000000000000114,0.0011768502173376643
2018France,3326.6000000000004,50013.4,667.8,4661.9,2018,France,54675.3,3994.4000000000005,58669.700000000004,5329.7,53340.0,0.09084246212269706,0.08526519287502765,0.167184057680753,235.90000000000146,51.099999999998545,184.80000000000018,-201.30000000000018,-160.90000000000055,-40.40000000000009,437.1999999999971,212.0,225.20000000000027,0.0031625531798376997
