dep,date,month,tx_incid
02,2021-04-06,2021-04,393.11852485505204
02,2021-04-07,2021-04,
02,2021-04-08,2021-04,
02,2021-04-09,2021-04,
03,2020-08-02,2020-08,2.7164480932043498
03,2020-08-03,2020-08,3.0182756591159503
03,2020-08-04,2020-08,3.32010322502754
03,2020-08-05,2020-08,2.41462052729276
03,2020-08-06,2020-08,2.7164480932043498
03,2020-08-07,2020-08,2.41462052729276
03,2020-08-08,2020-08,2.41462052729276
03,2020-08-09,2020-08,2.41462052729276
03,2020-08-10,2020-08,2.41462052729276
03,2020-08-11,2020-08,2.7164480932043498
03,2020-08-12,2020-08,2.7164480932043498
03,2020-08-13,2020-08,3.0182756591159503
03,2020-08-14,2020-08,3.6219307909391403
03,2020-08-15,2020-08,3.6219307909391403
03,2020-08-16,2020-08,3.6219307909391403
03,2020-08-17,2020-08,4.82924105458552
03,2020-08-18,2020-08,5.1310686204971105
03,2020-08-19,2020-08,6.3383788841434905
03,2020-08-20,2020-08,8.451171845524652
03,2020-08-21,2020-08,9.35665454325944
03,2020-08-22,2020-08,9.96030967508262
03,2020-08-23,2020-08,9.96030967508262
03,2020-08-24,2020-08,9.96030967508262
03,2020-08-25,2020-08,11.771275070552198
03,2020-08-26,2020-08,15.393205861491301
03,2020-08-27,2020-08,14.185895597844999
03,2020-08-28,2020-08,15.091378295579698
03,2020-08-29,2020-08,17.5059988228725
03,2020-08-30,2020-08,17.5059988228725
03,2020-08-31,2020-08,17.8078263887841
03,2020-09-01,2020-09,19.015136652430503
03,2020-09-02,2020-09,18.4114815206073
03,2020-09-03,2020-09,22.9388950092812
03,2020-09-04,2020-09,22.9388950092812
03,2020-09-05,2020-09,22.637067443369602
03,2020-09-06,2020-09,22.637067443369602
03,2020-09-07,2020-09,25.9571706683971
03,2020-09-08,2020-09,28.371791195689898
03,2020-09-09,2020-09,27.768136063866702
03,2020-09-10,2020-09,28.6736187616015
03,2020-09-11,2020-09,29.277273893424695
03,2020-09-12,2020-09,30.1827565911595
03,2020-09-13,2020-09,30.7864117229827
03,2020-09-14,2020-09,31.3900668548058
03,2020-09-15,2020-09,28.371791195689898
03,2020-09-16,2020-09,32.5973771184522
03,2020-09-17,2020-09,34.7101700798334
03,2020-09-18,2020-09,38.9357560025957
03,2020-09-19,2020-09,38.9357560025957
03,2020-09-20,2020-09,39.2375835685073
03,2020-09-21,2020-09,38.9357560025957
03,2020-09-22,2020-09,40.7467213980653
03,2020-09-23,2020-09,35.917480343479795
03,2020-09-24,2020-09,31.691894420717396
03,2020-09-25,2020-09,32.2955495525406
03,2020-09-26,2020-09,29.880929025247898
03,2020-09-27,2020-09,29.277273893424695
03,2020-09-28,2020-09,27.768136063866702
03,2020-09-29,2020-09,26.862653366131898
03,2020-09-30,2020-09,28.371791195689898
03,2020-10-01,2020-10,29.277273893424695
03,2020-10-02,2020-10,35.6156527775682
03,2020-10-03,2020-10,37.7284457389493
03,2020-10-04,2020-10,37.4266181730377
03,2020-10-05,2020-10,42.2558592276233
03,2020-10-06,2020-10,47.38692784812039
03,2020-10-07,2020-10,55.536272127733405
03,2020-10-08,2020-10,65.1947542369045
03,2020-10-09,2020-10,73.94775364834071
03,2020-10-10,2020-10,82.3989254938653
03,2020-10-11,2020-10,83.0025806256885
03,2020-10-12,2020-10,95.6793383939755
03,2020-10-13,2020-10,115.90178531005199
03,2020-10-14,2020-10,120.127371232815
03,2020-10-15,2020-10,135.82240466021798
03,2020-10-16,2020-10,145.480886769389
03,2020-10-17,2020-10,154.233886180825
03,2020-10-18,2020-10,157.855816971764
03,2020-10-19,2020-10,197.697055672095
03,2020-10-20,2020-10,235.727328976955
03,2020-10-21,2020-10,293.37639406607
03,2020-10-22,2020-10,340.15966678236697
03,2020-10-23,2020-10,393.58314594872
03,2020-10-24,2020-10,411.08914477159203
03,2020-10-25,2020-10,411.08914477159203
03,2020-10-26,2020-10,480.81131249717004
03,2020-10-27,2020-10,507.37213829739096
03,2020-10-28,2020-10,527.594585213468
03,2020-10-29,2020-10,553.551755881865
03,2020-10-30,2020-10,576.4906508911461
03,2020-10-31,2020-10,589.771063791256
03,2020-11-01,2020-11,592.185684318549
03,2020-11-02,2020-11,592.789339450372
03,2020-11-03,2020-11,602.749649125455
03,2020-11-04,2020-11,600.636856164073
03,2020-11-05,2020-11,573.774202797941
03,2020-11-06,2020-11,553.551755881865
03,2020-11-07,2020-11,540.874998113578
03,2020-11-08,2020-11,537.856722454462
